sta_code        sku_code        Length(CM)      Width(CM)       Height(CM)      Qty     volume
TBNK2309330417  FB3354-001      33      23.1    14.9    2       22716.5
ODO1694282030540438     FB3354-001      33      23.1    14.9    1       11358.3
ODO1694282030540438     FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309331199  FB3354-001      33      23.1    14.9    2       22716.5
TBNK2309339190  FB3354-001      33      23.1    14.9    2       22716.5
TBNK2309338047  FB3354-001      33      23.1    14.9    1       11358.3
ODO1694260429367766     FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309283106  FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309338033  FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309340181  FB3354-001      33      23.1    14.9    2       22716.5
TBNK2309338254  FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309135797  FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309335828  FB3354-001      33      23.1    14.9    2       22716.5
TBNK2309308914  FB3354-001      33      23.1    14.9    1       11358.3
ODO1694264509360218     FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309337825  FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309339233  FB3354-001      33      23.1    14.9    2       22716.5
TBNK2309342824  FB3354-001      33      23.1    14.9    2       22716.5
TBNK2309340312  FB3354-001      33      23.1    14.9    2       22716.5
TBNK2309330872  FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309340240  FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309338727  FB3354-001      33      23.1    14.9    2       22716.5
TBNK2309336609  FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309328899  FB3354-001      33      23.1    14.9    1       11358.3
ODO1694274710986219     FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309172191  FB3354-001      33      23.1    14.9    2       22716.5
ODO1694280589513254     FB3354-001      33      23.1    14.9    1       11358.3
ODO1694264509360218     FB3354-001      33      23.1    14.9    1       11358.3
TBNK2309237050  DJ9404-300      38.8    21.2    13.8    1       11351.3
ODO169427267073986      FB3354-001      33.7    23      14.6    1       11316.5
ODO1694269789409543     FB3354-001      33.7    23      14.6    1       11316.5
ODO1694276209992237     FB3354-001      33.7    23      14.6    1       11316.5
ODO169426937099759      FB3354-001      33.7    23      14.6    1       11316.5
ODO1694274829574575     FB3354-001      33.7    23      14.6    1       11316.5
ODO1694269610298987     FB3354-001      33.7    23      14.6    1       11316.5
ODO1694275070576873     FB3354-001      33.7    23      14.6    1       11316.5
TBNK2309338254  FB3354-001      33.7    23      14.6    1       11316.5
ODO1693925641607834     FB9948-905      31      25.5    14.3    1       11304.2
ODO169390477119363      FB9948-905      31      25.5    14.3    1       11304.2
ODO1693879813177855     FB9948-905      31      25.5    14.3    1       11304.2
ODO1693956601700301     DQ8426-517      32      21.4    16.5    1       11299.2
ODO1694009513191250     DD9535-007      37.5    24.9    12      1       11205
TBNK2309336586  FB3354-001      35.4    24.2    13      1       11136.8
TBNK2309334690  FB3354-001      35.4    24.2    13      2       22273.7
TBNK2309132534  DV0788-101      35.2    24.2    13      2       22147.8
ODO1694167329202990     DV7212-300      35.2    24.2    13      1       11073.9
ODO1694317682835577     DJ3624-002      35.2    24.2    13      1       11073.9
TBNK2309190882  DV0788-101      35.2    24.2    13      1       11073.9
TBNK2309314781  BV1358-002      32.1    21.6    15.9    1       11024.4
TBNK2309200725  BV1358-002      32.1    21.6    15.9    1       11024.4
TBNK2309200699  BV1358-002      32.1    21.6    15.9    1       11024.4
TBNK2309180065  DR8786-001      36.3    24.1    12.6    2       22045.7
BSIN2309032777  DR8786-001      36.3    24.1    12.6    1       11022.9
TBNK2309136201  DR8786-001      36.3    24.1    12.6    1       11022.9
TBNK2309180063  DR8786-001      36.3    24.1    12.6    2       22045.7
BSIN2309031994  DR8786-001      36.3    24.1    12.6    1       11022.9
BSIN2309027826  DV0787-100      35      24.2    13      2       22022
BSIN2309031798  FJ7063-103      35      24.2    13      1       11011
BSIN2309025782  DV0787-100      35      24.2    13      1       11011
BSIN2309025729  DV0787-100      35      24.2    13      1       11011
ODO1694237528733475     FJ7063-103      35      24.2    13      1       11011
BSIN2309043051  DJ6013-404      35.8    23.6    13      1       10983.4
BSIN2309065424  CN2269-003      35.8    23.6    13      1       10983.4
BSIN2309024970  CT2405-001      35.4    24.2    12.8    1       10965.5
ODO169389900557526      DJ5422-801      36.4    24      12.5    1       10920
ODO1693886280912250     FN3430-180      35.2    24.2    12.8    1       10903.6
TBNK2309115585  DV0788-103      35.8    24      12.6    1       10825.9
BSIN2309069110  DX6865-002      36.1    23.8    12.6    1       10825.7
TBNK2309115746  DR8786-001      36.1    23.8    12.6    2       21651.3
ODO1694272190157885     FN3435-148      36.1    23.8    12.6    1       10825.7
ODO1694272190157885     FN3435-148      36.1    23.8    12.6    1       10825.7
TBNK2309175898  DR8786-001      36.1    23.8    12.6    1       10825.7
TBNK2309130616  DR8786-001      36.1    23.8    12.6    2       21651.3
ODO1693922401825555     AV2187-140      34.6    24.8    12.6    1       10811.8
ODO1694008685689510     AV2187-140      34.6    24.8    12.6    1       10811.8
ODO1693922404106573     AV2187-140      34.6    24.8    12.6    1       10811.8
ODO1694008693063548     AV2187-140      34.6    24.8    12.6    1       10811.8
ODO1693923241682481     AV2187-140      34.6    24.8    12.6    1       10811.8
ODO1693920603299747     AV2187-140      34.6    24.8    12.6    1       10811.8
ODO1694003883062351     AV2187-140      36      25      12      1       10800
ODO1693920607135799     AV2187-140      36      25      12      1       10800
ODO169400903137195      CW2288-001      36      24      12.5    1       10800
ODO1694003407180437     AV2187-140      36      25      12      1       10800
ODO1693920125437371     AV2187-140      36      25      12      1       10800
ODO1694009166623252     AV2187-140      36      25      12      1       10800
ODO1693920124562370     AV2187-140      36      25      12      1       10800
ODO1693921086613248     AV2187-140      36      25      12      1       10800
BSIN2309046909  AV2187-140      36      25      12      1       10800
ODO1693865648229206     AV2187-140      36      25      12      1       10800
BSIN2309015072  AV2187-140      36      25      12      1       10800
ODO1693922046814179     AV2187-140      36      25      12      1       10800
ODO1693865191454763     DQ4123-061      34.8    24.6    12.6    1       10786.6
ODO1694098926113666     DD0490-102      35.8    24.2    12.4    1       10742.9
BSIN2309119917  DD1391-100      35.4    24.2    12.5    1       10708.5
BSIN2309040484  FD8695-100      37.2    18.4    15.6    1       10677.9
ODO1693865659228373     DJ6013-104      36.3    23.6    12.4    1       10622.8
BSIN2309073773  DJ6013-604      36.3    23.6    12.4    1       10622.8
ODO1693888806425175     DV9089-200      36.3    23.6    12.4    1       10622.8
TBNK2309175032  FB7179-100      36.2    23.2    12.6    1       10582
ODO1693974844021287     DM3413-100      36.2    23.2    12.6    1       10582
ODO169400345368451      FB7179-001      36.2    23.2    12.6    1       10582
ODO1693925641129817     DV4022-101      36      23.6    12.4    1       10535
BSIN2309060858  DV4022-101      36      23.6    12.4    1       10535
ODO1693786920772791     DZ2538-100      34.6    23.4    13      1       10525.3
ODO1693972446885909     DV7211-001      34.6    23.4    13      1       10525.3
TBNK2309333196  FN3430-180      33.2    20.8    15.2    1       10496.5
TBBJ2309028075  DX4397-103      34.4    24.2    12.6    1       10489.2
TBBJ2309034319  DX4397-103      34.4    24.2    12.6    1       10489.2
ODO169434132484728      DX4397-103      34.4    24.2    12.6    1       10489.2
TBBJ2309016650  DX4397-103      34.4    24.2    12.6    3       31467.7
TBBJ2309018143  DX4397-103      34.4    24.2    12.6    3       31467.7
ODO1694009094823354     DX4397-103      34.4    24.2    12.6    1       10489.2
ODO1694009094823354     DX4397-103      34.4    24.2    12.6    1       10489.2
TBNK2309109497  DM1122-501      36.7    23.8    12      1       10481.5
ODO1694227564649806     DR2695-002      34.6    19.9    15.2    1       10465.8
ODO1693865064853928     DQ8426-301      34.2    24.2    12.6    1       10428.3
BSIN2309092439  FD0385-121      34.2    24.2    12.6    1       10428.3
BSIN2309065531  FQ6859-201      35.9    24.2    12      1       10425.4
ODO1694013891730496     DV0788-001      33.8    23.8    12.9    1       10377.3
TBBJ2309060924  DN1856-002      35.2    21.8    13.5    2       20718.7
TBNK2309343294  DN1856-002      35.2    21.8    13.5    3       31078.1
TBBJ2309060857  DN1856-002      35.2    21.8    13.5    1       10359.4
ODO1694270930967656     DN1856-002      35.2    21.8    13.5    1       10359.4
TBBN2309055339  DV8999-003      27.7    22.5    16.6    1       10346
TBNK2309263552  SX6888-932      31.4    28.6    11.4    1       10237.7
ODO1694151751418144     SX6888-991      31.4    28.6    11.4    1       10237.7
ODO1694296936711107     DR2695-002      34.1    20.1    14.9    1       10212.6
BSIN2309069351  DR2695-002      34.1    20.1    14.9    1       10212.6
BSIN2309051659  FB3290-901      28      26      14      1       10192
BSIN2309027693  DJ4891-061      35.6    23.4    12.2    1       10163.1
TBNK2309230698  DM0211-001      35.6    23.4    12.2    1       10163.1
ODO1693866271538743     DM0211-002      35.6    23.4    12.2    1       10163.1
BSIN2309026762  DM0211-002      35.6    23.4    12.2    3       30489.3
ODO1694037744224732     DQ8417-071      34.1    24.2    12.3    1       10150.2
TBBJ2309035973  DN1856-002      35.2    21.8    13.2    1       10129.2
BSIN2309060410  CT2302-100      34.4    23.5    12.5    1       10105
ODO1693983248633253     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865413027526     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO169386530052598      CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO169386530052598      CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693951329131607     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694171641671489     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693864944639772     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865061651870     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694171641671489     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694056444010642     CJ9179-200      34.4    23.6    12.4    1       10066.8
BSIN2309024289  CZ2959-400      34.4    23.6    12.4    1       10066.8
ODO1693983248633253     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865081713221     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694174161859673     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694162285353674     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694056444010642     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694124132685135     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694167328803986     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865413027526     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694162285353674     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694169120996590     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694171884281898     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO169424856321451      CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865313613217     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694171884281898     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693864933449533     CJ9179-200      34.4    23.6    12.4    1       10066.8
BSIN2309071792  CJ9179-200      34.4    23.6    12.4    2       20133.6
BSIN2309071770  CJ9179-200      34.4    23.6    12.4    2       20133.6
ODO1693865077274131     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694264521312340     CJ9179-200      34.4    23.6    12.4    1       10066.8
BSIN2309071737  CJ9179-200      34.4    23.6    12.4    2       20133.6
TBNK2309154343  CZ2959-400      34.4    23.6    12.4    1       10066.8
BSIN2309071744  CJ9179-200      34.4    23.6    12.4    2       20133.6
ODO1693864930364464     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694169120996590     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO169424856321451      CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693866872048336     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693866872048336     CJ9179-200      34.4    23.6    12.4    1       10066.8
BSIN2309136152  CJ9179-200      34.4    23.6    12.4    2       20133.6
ODO1694167328803986     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694174163889698     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694167474947162     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694174163889698     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865061651870     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694167474947162     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694124132685135     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694171162286767     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693951329131607     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694174161859673     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694264521312340     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693983243155241     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694317323025203     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694171162286767     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693983243155241     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865313613217     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694246880410542     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693888080951131     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693888080951131     CJ9179-200      34.4    23.6    12.4    1       10066.8
BSIN2309136233  CJ9179-200      34.4    23.6    12.4    2       20133.6
BSIN2309071753  CJ9179-200      34.4    23.6    12.4    2       20133.6
ODO1694124968576715     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693893722929989     CZ2959-400      34.4    23.6    12.4    1       10066.8
BSIN2309136180  CJ9179-200      34.4    23.6    12.4    2       20133.6
ODO1694124968576715     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694169365196956     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694169365196956     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693998722688795     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1694246880410542     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865659855381     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO169386578957787      CZ2959-400      34.4    23.6    12.4    1       10066.8
ODO169386578957787      CZ2959-400      34.4    23.6    12.4    1       10066.8
ODO169386578724758      CZ2959-400      34.4    23.6    12.4    1       10066.8
ODO1693864949413869     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO169386578724758      CZ2959-400      34.4    23.6    12.4    1       10066.8
ODO1693865659855381     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693864935260570     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865766379694     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865766379694     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865651053251     CZ2959-400      34.4    23.6    12.4    1       10066.8
ODO1694174163107693     CJ9179-200      34.4    23.6    12.4    1       10066.8
ODO1693865651053251     CZ2959-400      34.4    23.6    12.4    1       10066.8
ODO1694174163107693     CJ9179-200      34.4    23.6    12.4    1       10066.8
BSIN2309136989  DD0204-001      35.5    21.8    13      1       10060.7
TBBJ2309016483  DX4397-103      34      23.8    12.4    3       30102.2
ODO1694006165647137     DX4397-103      34      23.8    12.4    1       10034.1
BSIN2309048811  CT0535-101      37      20.8    13      1       10004.8
TBNK2309279829  DM0829-001      35.2    21.8    13      1       9975.68
TBNK2309214587  DM0829-001      35.2    21.8    13      1       9975.68
ODO1693881729092167     DV0831-003      34.6    24      12      1       9964.8
TBBJ2309016449  DX4397-103      34      23.6    12.4    3       29849.3
ODO1694087042778161     DX4397-103      34      23.6    12.4    1       9949.76
BSIN2309057072  DX4397-103      34      23.6    12.4    1       9949.76
ODO1694010841484735     DX4397-103      34      23.6    12.4    1       9949.76
ODO1694010125346689     DX4397-103      34      23.6    12.4    1       9949.76
ODO1694010845569847     DX4397-103      34      23.6    12.4    1       9949.76
ODO1694268170092687     DM3493-002      34.2    24.2    12      1       9931.68
ODO1694268169448664     DM3493-002      34.2    24.2    12      1       9931.68
ODO1694268170092687     DM3493-002      34.2    24.2    12      1       9931.68
ODO1694268169448664     DM3493-002      34.2    24.2    12      1       9931.68
ODO1694268170092687     DM3493-002      34.2    24.2    12      1       9931.68
ODO1694010290015986     DM3493-002      34.2    24.2    12      1       9931.68
ODO1694268169448664     DM3493-002      34.2    24.2    12      1       9931.68
TBNK2309184300  DM0829-001      32.7    20.5    14.8    1       9921.18
BSIN2309069138  FJ4555-100      34.1    24.2    12      1       9902.64
TBNK2309187224  FQ6868-181      34.5    23.9    12      1       9894.6
ODO1694008929343147     DX4397-103      33.8    23.6    12.4    1       9891.23
ODO16942817914297       DX4397-103      33.8    23.6    12.4    1       9891.23
ODO1694002337593459     DX4397-103      33.8    23.6    12.4    1       9891.23
ODO1694002337593459     DX4397-103      33.8    23.6    12.4    1       9891.23
ODO1693866965602447     DC3728-003      34.5    23.3    12.3    1       9887.36
BSIN2309021052  DD1869-107      34.5    23.3    12.3    1       9887.36
ODO1693866965602447     DC3728-003      34.5    23.3    12.3    1       9887.36
BSIN2309039085  DC3728-003      34.5    23.3    12.3    1       9887.36
TBNK2309251236  DR8786-001      34.5    23.3    12.3    1       9887.36
BSIN2309039660  DH3392-100      34.5    23.3    12.3    1       9887.36
ODO1694001848208928     DR8786-001      34.5    23.3    12.3    1       9887.36
ODO169427561079967      FJ5475-100      33.4    21.1    14      1       9866.36
BSIN2309039921  DV3853-001      34.8    23.6    12      1       9855.36
TBNK2309270953  DM0211-001      34.7    23.4    12.1    1       9824.96
ODO169386685581176      DV0831-003      34.7    23.4    12.1    1       9824.96
TBNK2309159917  DV5477-401      34.7    23.4    12.1    1       9824.96
TBNK2309106452  DM0211-001      34.7    23.4    12.1    1       9824.96
ODO1694144681595540     DZ3674-100      34.7    23.4    12.1    1       9824.96
ODO1694296923020789     DH3392-003      34.7    23.4    12.1    1       9824.96
ODO1693864931652491     DV0831-003      34.7    23.4    12.1    1       9824.96
BSIN2309053337  DQ8475-800      34.7    23.4    12.1    1       9824.96
ODO1693873804294706     FJ5429-133      34.7    23.4    12.1    1       9824.96
BSIN2309033862  DX5590-001      34.7    23.4    12.1    1       9824.96
ODO1694151751418144     FJ5429-133      34.7    23.4    12.1    1       9824.96
TBNK2309088695  DJ9946-100      34.7    23.4    12.1    1       9824.96
ODO1694008918779428     DV5477-600      34.7    23.4    12.1    1       9824.96
ODO1693867088665674     DV0831-003      34.7    23.4    12.1    1       9824.96
ODO1693866020075847     DV0831-101      34.7    23.4    12.1    1       9824.96
BSIN2309055867  DV0789-100      34.7    23.4    12.1    1       9824.96
BSIN2309135001  DA7698-105      34.7    23.4    12.1    1       9824.96
TBNK2309330437  DM0211-002      34.4    23.6    12.1    1       9823.26
ODO1694005804624172     DM4044-100      34.4    23.6    12.1    1       9823.26
BSIN2309059047  DV0835-600      34.4    23.6    12.1    1       9823.26
BSIN2309062240  CT1726-101      34.4    23.6    12.1    1       9823.26
ODO1693869242183704     DM0211-002      34.4    23.6    12.1    1       9823.26
BSIN2309035917  DR0455-001      34.4    23.6    12.1    1       9823.26
ODO1694009889402390     DV1403-001      34.4    23.6    12.1    1       9823.26
ODO1694297046984280     FB8979-400      34.4    23.6    12.1    1       9823.26
TBNK2309285886  DJ6605-001      34.4    23.6    12.1    1       9823.26
BSIN2309025884  DX5590-001      34.4    23.6    12.1    1       9823.26
ODO1693865403057362     DM0211-002      34.4    23.6    12.1    1       9823.26
ODO169392576497524      FD4116-001      34.4    23.6    12.1    1       9823.26
ODO1693865091782423     FD4116-200      34.4    23.6    12.1    1       9823.26
BSIN2309047407  FN8915-141      34.4    23.6    12.1    1       9823.26
BSIN2309072199  FQ6849-141      34.1    24      12      1       9820.8
BSIN2309029075  DJ6013-602      34.4    23.4    12.2    2       19641
TBNK2309261519  FD0820-100      33.5    20.2    14.5    1       9812.15
TBNK2309336800  FN3430-180      33.5    20.6    14.2    1       9799.42
TBNK2309158485  DV7231-001      33.5    20.6    14.2    1       9799.42
TBNK2309340191  FN3430-180      33.5    20.6    14.2    1       9799.42
ODO1694302320835592     FN3430-180      33.5    20.6    14.2    1       9799.42
ODO1694245440794489     FN3430-180      33.5    20.6    14.2    1       9799.42
ODO1694026490592180     DV0831-104      34.6    23.6    12      1       9798.72
TBNK2309201799  DJ7383-001      33.1    20.7    14.3    1       9797.93
BSIN2309020482  FN0369-100      33.7    24.2    12      1       9786.48
BSIN2309069507  FN0369-100      33.7    24.2    12      1       9786.48
BSIN2309068558  FN0369-100      33.7    24.2    12      1       9786.48
TBNK2309197147  DV5429-600      32.8    20.7    14.4    1       9777.02
TBNK2309208607  DV5429-600      32.8    20.7    14.4    1       9777.02
TBNK2309201538  DV5429-600      32.8    20.7    14.4    1       9777.02
TBNK2309209043  DV5429-600      32.8    20.7    14.4    1       9777.02
TBNK2309209576  DV5429-600      32.8    20.7    14.4    1       9777.02
TBNK2309133217  DV5429-600      32.8    20.7    14.4    1       9777.02
TBNK2309201842  DV5429-600      32.8    20.7    14.4    1       9777.02
BSIN2309068950  DV8405-100      33.8    20.5    14.1    1       9769.89
TBNK2309251975  FQ6850-621      34.2    23.8    12      1       9767.52
TBNK2309104491  DJ7383-001      33.2    20.7    14.2    1       9758.81
ODO1694004723669768     DV2018-100      34.3    23.7    12      1       9754.92
TBNK2309181863  DV2018-100      34.3    23.7    12      1       9754.92
TBNK2309102348  FB7179-001      35      23.2    12      2       19488
TBNK2309108986  FB7179-001      35      23.2    12      2       19488
TBNK2309105544  FB7179-001      35      23.2    12      2       19488
TBNK2309133272  FB7179-001      35      23.2    12      2       19488
TBNK2309132972  FB7179-001      35      23.2    12      2       19488
BSIN2309143300  FD4613-001      33.7    20.8    13.9    1       9743.34
BSIN2309057327  FD4613-001      33.7    20.8    13.9    1       9743.34
ODO1694338087420516     DV7192-001      35.4    21.5    12.8    1       9742.08
ODO1693908127310188     DV7192-001      35.4    21.5    12.8    1       9742.08
ODO1694358483964151     DV7192-001      35.4    21.5    12.8    1       9742.08
BSIN2309033734  AV6676-100      34.4    23.4    12.1    1       9740.02
BSIN2309019927  DD1869-107      34.4    23.4    12.1    1       9740.02
BSIN2309037144  AV6676-100      34.4    23.4    12.1    1       9740.02
BSIN2309019927  DD1869-107      34.4    23.4    12.1    1       9740.02
TBNK2309084845  DD1869-107      34.4    23.4    12.1    1       9740.02
BSIN2309019542  DD1869-107      34.4    23.4    12.1    1       9740.02
TBNK2309152469  FQ6868-181      34.1    23.8    12      1       9738.96
TBNK2309122765  DZ2537-100      34.1    23.8    12      1       9738.96
BSIN2309141274  FJ4555-100      33.6    21      13.8    1       9737.28
TBNK2309339019  DR8786-001      34.4    23.2    12.2    1       9736.58
ODO1693997042664177     DQ8475-001      34.4    23.2    12.2    1       9736.58
ODO1694019170593238     DV5477-401      34.4    23.2    12.2    1       9736.58
ODO1693866843044834     DV5477-401      34.4    23.2    12.2    1       9736.58
ODO169401305087392      DV5477-401      34.4    23.2    12.2    1       9736.58
TBNK2309237989  DR8786-001      34.4    23.2    12.2    1       9736.58
TBNK2309237979  DR8786-001      34.4    23.2    12.2    1       9736.58
ODO169401305087392      DV5477-401      34.4    23.2    12.2    1       9736.58
ODO1694019170593238     DV5477-401      34.4    23.2    12.2    1       9736.58
ODO1694073649902940     DR8786-001      34.4    23.2    12.2    1       9736.58
TBNK2309222121  DR8786-001      34.4    23.2    12.2    1       9736.58
ODO1694016709603972     DV5477-401      34.4    23.2    12.2    1       9736.58
ODO1694050203528595     DV0794-100      34.4    23.2    12.2    1       9736.58
TBNK2309333914  DR8786-001      34.4    23.2    12.2    2       19473.2
